Date,1960,1970,1980,1990,2000,2010,Sum
1977,0.0249096,0.020842,0,0,0,0,0.0457516
1978,0.0873528,0.157368,0,0,0,0,0.24472
1979,0.107554,0.248646,0,0,0,0,0.3562
1980,0.125766,0.306579,0,0,0,0,0.432345
1981,0.123869,0.306112,0,0,0,0,0.42998
1982,0.122369,0.290532,0,0,0,0,0.412901
1983,0.114652,0.29226,0,0,0,0,0.406913
1984,0.122769,0.324643,0,0,0,0,0.447412
1985,0.107984,0.343271,0,0,0,0,0.451256
1986,0.0526973,0.396905,0,0,0,0,0.449602
1987,0.0716833,0.413438,0,0,0,0,0.485122
1988,0.0711625,0.417039,0,0,0,0,0.488202
1989,0.0912927,0.403941,0,0,0,0,0.495234
1990,0.0932807,0.342968,0.0028367,0,0,0,0.439085
1991,0.0863777,0.337103,0.00780891,0,0,0,0.43129
1992,0.104004,0.33245,0.0087369,0,0,0,0.445191
1993,0.083171,0.315257,0.0290138,0,0,0,0.427442
1994,0.0845024,0.285101,0.0929567,0,0,0,0.46256
1995,0.0920244,0.264111,0.123177,0,0,0,0.479313
1996,0.0928949,0.37803,0.173553,0,0,0,0.644478
1997,0.088064,0.483936,0.168063,0,0,0,0.740063
1998,0.0637384,0.534394,0.163466,0,0,0,0.761599
1999,0.0479905,0.609986,0.177101,0.000214205,0,0,0.835292
2000,0.051954,0.551229,0.249556,0.00539096,0,0,0.85813
2001,0.0495904,0.546439,0.312936,0.0222414,0,0,0.931207
2002,0.0472722,0.626801,0.440757,0.0155447,0,0,1.13037
2003,0.0468796,0.606363,0.530736,0.0733345,0,0,1.25731
2004,0.0477868,0.659643,0.548284,0.10877,0,0,1.36448
2005,0.0480036,0.698476,0.560924,0.170658,0.00125921,0,1.47932
2006,0.0491588,0.732084,0.526061,0.218781,0.00192922,0,1.52801
2007,0.0426374,0.783788,0.556127,0.17278,0.000970728,0,1.5563
2008,0.0395698,0.729238,0.577751,0.377183,0.00145015,0,1.72519
2009,0.0346472,0.576122,0.595242,0.575023,0.0181569,0,1.79919
2010,0.0289569,0.652398,0.571982,0.56827,0.0268724,0,1.84848
2011,0.0234188,0.522958,0.593097,0.590005,0.0156371,0,1.74512
2012,0.0197861,0.745514,0.58323,0.605526,0.0221498,0.000800639,1.97701
2013,0.01535,0.657111,0.5361,0.619461,0.0446978,0.00129143,1.87401
2014,0.0178322,0.64706,0.537172,0.628289,0.0407573,0.00417466,1.87529
2015,0.0186301,0.780128,0.606709,0.576323,0.0316456,0.0054368,2.01887
2015-09-2016-08,0.0169687,0.81429,0.609702,0.585916,0.0306992,0.00909827,2.06667
